Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=heliosphere,The PS2 Puppet of Heliosphere,Democratic Socialists,Some,Frightening,Good
nation=despoticania,The Despotic Dictatorship of Despoticania,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=absentia,The Ongoing State of Absentia,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=ludewa,The Nomadic Peoples of Ludewa,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=veradax,The Technocratic Empire of Veradax,Corrupt Dictatorship,Some,Frightening,Rare
nation=hatsunia,The State of Hatsunia,New York Times Democracy,Excellent,Frightening,Excellent
nation=dragonic_overlords,The Rogue Nation of Dragonic Overlords,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=teutionia,The Sovereign Covenant of Teutionia,Inoffensive Centrist Democracy,Very Good,Frightening,Few
nation=odrissia,The Technologist Enclave of Odrissia,Iron Fist Consumerists,Unheard Of,Frightening,Few
nation=bear_connors_paradiso,The Serene Democracy of Bear Connors Paradiso,Left-Leaning College State,Superb,Frightening,Excellent
nation=the_university_project,The Experimental Technocracy of The University Project,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=gooutofhere,The Culture of Gooutofhere,Mother Knows Best State,Very Good,Frightening,Few
nation=anon_zytose,The Academy of Anon Zytose,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=universal_state_formula,The Republic of Universal State Formula,Father Knows Best State,Below Average,Frightening,Outlawed
nation=aigania,The Federal Republic of Aigania,Left-Leaning College State,Superb,Frightening,Excellent
nation=rototornik,The Empire of Rototornik,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=cruciland,The Fascist Legion of Cruciland,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=point_blob,The Amorphous Mass of Point Blob,Left-Leaning College State,Superb,Frightening,Excellent
nation=vespertilia,The Cannibalicracy of Vespertilia,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=french_albania,The Exarchate of French Albania,Corrupt Dictatorship,Good,Frightening,Rare
nation=kaniros,The Resurgent Eternal Imperium of Kaniros,Father Knows Best State,Good,Frightening,Few
nation=jar_wattinree,The Star Fox of Jar Wattinree,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=mettzacanoa,The Capitalist Democracy of Mettzacanoa,Corrupt Dictatorship,Very Good,Frightening,Few
nation=tzuland,The Military Dictatorship of Tzuland,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=chukstik_illahi,The Cascadian State of Chukstik Illahi,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=basementees,The Burman Kakistocracy of Basementees,Democratic Socialists,Very Good,Frightening,Average
nation=old_atlantica,The Federation of Old Atlantica,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=legion_of_peace,The Wa'Ebe'Akth Doot-Hokdywa of Legion Of Peace,Corrupt Dictatorship,Good,Frightening,Unheard Of
nation=iok-sotot,The Inscrutable Realms of Iok-Sotot,Libertarian Police State,Superb,Frightening,Few
nation=the_prussian_raumreich,The Inian Confederation of The Prussian Raumreich,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=martis_urbe,The Divinus Imperium of Martis Urbe,Democratic Socialists,Good,Frightening,Very Good
nation=vipermartian,The KINGDOM of VIPERMARTIAN,Democratic Socialists,Average,Frightening,Few
nation=zepther,The Citizenship of Zepther,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=dicko,The Federal Commonwealth of Dicko,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=sunset,The Republic of Sunset,Civil Rights Lovefest,Superb,Frightening,Superb
nation=transhumanstan,The Cloud of Transhumanstan,Civil Rights Lovefest,Excellent,Frightening,Excessive
nation=logical_paradox,The Federation of Logical Paradox,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=west_suburbia,The Kingdom of Suburbia-Purlieu of West Suburbia,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=zamri1138,The Weirdo Empire of Zamri1138,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=particle,The Interdimensional Domain of Particle,Father Knows Best State,Good,Frightening,Rare
nation=reformed_algebra,The Oppressed Peoples of Reformed Algebra,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=synturia,The Intermultiversal Nexus of Synturia,Father Knows Best State,Below Average,Frightening,Rare
nation=xupqeu,The Federal Technocracy of Xupqeu,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=imperio_de_jandira,The Technocracy of Imperio de Jandira,Democratic Socialists,Excellent,Frightening,Good
nation=kisovec,The Cyberocracy of Kisovec,Scandinavian Liberal Paradise,Superb,Frightening,Average
nation=kajal,The Federated Imperium of Kajal,Democratic Socialists,Good,Frightening,Good
nation=treznor,The Empire of Treznor,Democratic Socialists,Good,Frightening,Very Good
nation=ammanies,The Republic of AmManies,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=dark_warchief,The Ascended Dominion of Dark_Warchief,Father Knows Best State,Excellent,Frightening,Unheard Of
nation=undivulged_principles,The Confederacy of Undivulged Principles,Left-wing Utopia,Superb,Frightening,Excessive
nation=aibohphobia,The Recursiveness of Aibohphobia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=supreme_lord_kane,The KINGDOM of Supreme Lord KANE,Democratic Socialists,Average,Frightening,Few
nation=arbat,The Confederal States of Arbat,Democratic Socialists,Some,Frightening,Very Good
nation=crystal_palais,The Dominion of Crystal Palais,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=atlantiariv,The Starskiesiver Civilization of ATLANTIARIV,Corrupt Dictatorship,Below Average,Frightening,Few
nation=the_bonum_commune_institute,The Technocracy of The Bonum commune Institute,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=the_dark_system,The Mafian Economic Extremist of The Dark System,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=aristokuvaa,The Rogue Nation of Aristokuvaa,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=aikion,The Temporal Paradox of Aikion,Anarchy,Excellent,Frightening,Superb
nation=republic_of_freedonia,The Firefly presidency of Republic of Freedonia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=future_of_mankind,The Technocracy of Future of Mankind,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=white_science,The Empire of White Science,Inoffensive Centrist Democracy,Some,Frightening,Below Average
nation=twilight_town,The Magical Girl Haven of Twilight Town,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=unsophisticate,The Borderlands of Unsophisticate,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=kassaran,The Adynnic Federal Republic of Kassaran,Democratic Socialists,Average,Frightening,Below Average
nation=gaberel,The Empire of Gaberel,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=repes,The Empire of Repes,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=unitedprovinceofrepublica,The Interstellar Empire of UnitedProvinceofRepublica,Mother Knows Best State,Good,Frightening,Outlawed
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=harmonious_paperclips,The Incorporated Entity of Harmonious Paperclips,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=awitha,The Dark Imperium of Awitha,Inoffensive Centrist Democracy,Below Average,Frightening,Very Good
nation=andaricus,The Constitutional Republic of Andaricus,Anarchy,Frightening,Frightening,Excessive
nation=greater_somalia,The United States of Greater Somalia,Liberal Democratic Socialists,Very Good,Frightening,Widely Abused
nation=connori_pilgrims,The Nomadic Peoples of Connori Pilgrims,Capitalist Paradise,Very Good,Frightening,Excellent
nation=ionicus,The Technate of Ionicus,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=the_ascendant_hive,The Social Darwinist Imperium of The Ascendant Hive,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=pontbridge,The Republic of Pontbridge,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=litchenstienen,The Empire of Litchenstienen,Iron Fist Consumerists,Some,Frightening,Unheard Of
