Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=kindjal,The Queendom of Kindjal,Left-wing Utopia,Excellent,Weak,Superb
nation=tzo,The Just of Tzo,Left-wing Utopia,Superb,Fair,Excessive
nation=pax_aurea,The Federal Commonwealth of Pax Aurea,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=wilkshire,The Republic of Wilkshire,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=st_stephen_n_critters,The Community of St Stephen n Critters,Left-wing Utopia,World Benchmark,Developing,Superb
nation=span,The United Socialist States of Span,Civil Rights Lovefest,Excessive,Thriving,Superb
nation=kyupaa,The Republic of Kyupaa,Democratic Socialists,Very Good,Imploded,Very Good
nation=timao,The Fielzão of Timao,New York Times Democracy,Excellent,Strong,Superb
nation=ral_ixshida,The Ral System Capital World of Ral Ixshida,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=mograpelandia,The Idyllic Paradise of Mograpelandia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=divine_cervine,The Benevolent Queendom of Divine Cervine,Democratic Socialists,Below Average,Frightening,Good
nation=omegadrax,The Dystopic World Nation of Omegadrax,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=kaigi,The Kingdom of Kaigi,Corrupt Dictatorship,Very Good,Frightening,Few
nation=tierra_del_queso,The Commonwealth of Tierra del Queso,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=cyrenean,The Island of Cyrenean,Civil Rights Lovefest,World Benchmark,Frightening,World Benchmark
nation=dialland,The Republic of Dialland,Democratic Socialists,Very Good,Frightening,Very Good
nation=free_socialism,The Culture of Free Socialism,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=thalasse,The PS2 Puppet of Thalasse,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=safj,The Serene Compassionate Utopia of Safj,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=applejacky,The Agricultural Paradise of AppleJacky,Democratic Socialists,Excellent,Frightening,Excellent
nation=ratateague,The SLUthing of Ratateague,Left-wing Utopia,Superb,Frightening,Superb
nation=mexican_liberation,The Grand Imperium of Divinity of Mexican Liberation,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=marimite,The Bara Loving Free Land of Marimite,New York Times Democracy,Good,Reasonable,Excellent
nation=ummagumma,The Nihilist Hippy Commune of Ummagumma,Left-wing Utopia,Superb,Frightening,Superb
nation=deep_south_borland,The Holiest of the Holy Lands of Deep South Borland,Authoritarian Democracy,Outlawed,Imploded,Some
nation=corcaw,The Republic of Corcaw,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=blogotopia,The Anarchy of Blogotopia,Left-Leaning College State,Superb,Frightening,Very Good
nation=outer_sparta,The Kingdom of Outer Sparta,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=elejamie,The Unified Tracts of Elejamie,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=kilobugya,The Socialist Republic of Kilobugya,Left-wing Utopia,Superb,Strong,Superb
nation=vancovaria,The Federal Democratic Republic of Vancovaria,Left-wing Utopia,Excessive,Frightening,Superb
nation=papajacky,The Dominion of PapaJacky,Democratic Socialists,Excellent,Frightening,Very Good
nation=winklebottom,The Federal Republic of Winklebottom,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
