Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=kyupaa,The Republic of Kyupaa,Democratic Socialists,Very Good,Imploded,Very Good
nation=west_siders,The Free Land of West Siders,Liberal Democratic Socialists,Good,Thriving,World Benchmark
nation=frappuccino,The Free Republic of Frappuccino,Capitalist Paradise,Below Average,Fair,Average
nation=demoness,The Dragon's Realm of Demoness,Anarchy,Frightening,Frightening,World Benchmark
nation=architeuthis,The American Dream of Architeuthis,Libertarian Police State,Superb,Reasonable,Rare
nation=crystal_palais,The Dominion of Crystal Palais,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=moneystan,The Big Yellow Star Capitalists of Moneystan,Civil Rights Lovefest,Excessive,Frightening,Corrupted
nation=caffeinneburg,The Particularly Grand Duchy of Caffeinneburg,Inoffensive Centrist Democracy,Average,Strong,Some
nation=eli,The Free State of Eli,Capitalist Paradise,Below Average,Frightening,Some
nation=sherlockazulu,The Disputed Territories of Sherlockazulu,Anarchy,Excessive,Frightening,Superb
nation=kharkov,The Grand Duchy of Kharkov,New York Times Democracy,Very Good,Imploded,Excellent
nation=argesea,The Commonwealth of Argesea,Inoffensive Centrist Democracy,Below Average,Frightening,Average
nation=ochakov,The People's Republic of Ochakov,Democratic Socialists,Very Good,Imploded,Below Average
nation=midlands,The United States of Midlands,Anarchy,Superb,Frightening,Widely Abused
nation=quebec,The Republique of Quebec,Left-Leaning College State,Superb,Strong,Very Good
nation=pendulous,The Grand Imperial Province of Pendulous,Benevolent Dictatorship,Superb,Very Strong,Rare
nation=abu_ammar,The Holiest Flavor of ABU AMMAR,Father Knows Best State,Some,Frightening,Unheard Of
nation=koffee,The Richly Blended Peoples of Koffee,Capitalist Paradise,Average,Frightening,Average
nation=borkistan,The Cheftocratic Empire of Borkistan,Civil Rights Lovefest,Superb,Frightening,Superb
nation=uberwald,The Eldritch Commonwealth of Uberwald,Civil Rights Lovefest,World Benchmark,Imploded,Superb
nation=nak_nak,The Allmighty Power of Nak nak,Compulsory Consumerist State,Below Average,Frightening,Unheard Of
nation=italia,The Uber Military Imperium of Italia,Corporate Police State,Unheard Of,All-Consuming,Outlawed
nation=armacor,The Conglomerate of Armacor,Capitalizt,Superb,Frightening,Good
nation=weirdville,The Democratic Dictatorship of WeirdVille,Left-wing Utopia,Superb,Imploded,World Benchmark
nation=lemmingcus_meenicus,The Psychotic Dictatorship of Lemmingcus Meenicus,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=ummagumma,The Nihilist Hippy Commune of Ummagumma,Left-wing Utopia,Superb,Frightening,Superb
nation=natopia,The Restored Empire of Natopia,Left-Leaning College State,Superb,Frightening,Good
nation=paradise,The Caliphate of Paradise,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=feckface,The Allmighty Nak Nakian Colony of Feckface,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=cogitation,The Modified Democratic States of Cogitation,New York Times Democracy,Excellent,Frightening,Excellent
nation=ballotonia,The Free Democracy of Ballotonia,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=the_zocalo,The Sexy Spacefaring Shogunate of The Zocalo,Capitalist Paradise,Good,Frightening,Average
nation=the_bruce,The Green and Pleasant Dominion of The Bruce,New York Times Democracy,Excellent,Frightening,World Benchmark
nation=ilek-vaad,The Greater Free Republic of Ilek-Vaad,Left-wing Utopia,Superb,Frightening,Excellent
nation=the_grendels,The Indomitable Borderlands of The Grendels,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=tseaby,The Confederacy of Tseaby,Father Knows Best State,Excellent,Very Strong,Unheard Of
nation=lamoni,The Corgi-Hawk Hybrid of Lamoni,Democratic Socialists,Very Good,Frightening,Below Average
nation=al_amarja,The Islamic Republic of Al Amarja,Democratic Socialists,Very Good,Frightening,Good
nation=obstinacy,The Disputed Territories of Obstinacy,Democratic Socialists,Good,Frightening,Average
nation=ineptia,The Grand Old Duchy of Ineptia,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=purdunamis,The Eigenstate of PurDunamis,Benevolent Dictatorship,Superb,Frightening,Few
nation=the_ctan,The Great Civilization of The Ctan,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=righteous_lefties,The Free Collectives of Righteous Lefties,Civil Rights Lovefest,Excellent,Basket Case,Excellent
nation=eta_carinae,The Anti-Harry Potter Prison of Eta Carinae,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=go_canucks_go,The Wet Coast Hockey Republic of Go Canucks Go,Capitalist Paradise,Good,Frightening,Very Good
nation=techno,The Allmighty Nak Nakian Colony of Techno,Corporate Police State,Rare,Frightening,Unheard Of
nation=united_phoenicia,The Free Land of United Phoenicia,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=the_knight_who_says_ni,The Allmighty Nak Nakian Colony of The knight who says NI,Compulsory Consumerist State,Good,Frightening,Rare
nation=star_city,The Haderanian Polity of Star City,Liberal Democratic Socialists,Excellent,Developing,Excellent
nation=sunset,The Republic of Sunset,Civil Rights Lovefest,Superb,Frightening,Superb
nation=rhinara,The Star Sovereignty of Rhinara,Iron Fist Consumerists,Few,All-Consuming,Rare
nation=look_at_me,The Zombie Nukers of Look at me,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=isla_vista,The Godless Mercantile Nexus of Isla Vista,Compulsory Consumerist State,Average,Frightening,Few
nation=gracieland,The Free Association of Gracieland,Scandinavian Liberal Paradise,Superb,Imploded,Good
nation=newtexas,The Big Tex Happy Taco Stands of NewTexas,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=muspellheim,The Brennanndi Ríki of Muspellheim,Corporate Police State,Rare,Frightening,Rare
nation=myrth,The NPO High Inquisitor of Myrth,Compulsory Consumerist State,Very Good,Frightening,Few
nation=gehenna_tartarus,The Empire of Gehenna Tartarus,Corporate Police State,Few,Powerhouse,Unheard Of
nation=complete_bastards,The Dominion of Complete Bastards,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=aratlibia,The Federation of Aratlibia,Left-Leaning College State,Superb,Very Strong,Excellent
nation=afi-aftos,The Phantasm of Afi-Aftos,Moralistic Democracy,Some,Frightening,Below Average
nation=cax,The Imperopedantpartoaristacracy of Cax,Democratic Socialists,Below Average,Fair,Some
nation=paganblood,The Dominion of Paganblood,Compulsory Consumerist State,Average,Frightening,Rare
nation=emory,The Republic of Emory,Civil Rights Lovefest,Superb,Frightening,Superb
nation=equus,The Holy Empire of Equus,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=blackbird,The United Socialist States of Blackbird,Left-wing Utopia,Superb,Reasonable,Excellent
nation=ltlaliens,The Ethereal Spaceship of Ltlaliens,Father Knows Best State,Good,Frightening,Few
nation=chedonia,The Democratic Republic of Chedonia,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=grub,The United States of Grub,Inoffensive Centrist Democracy,Good,Frightening,Excellent
nation=sygma,The Catgirl Refuge of Sygma,Left-Leaning College State,Excellent,Frightening,Very Good
nation=ganiax,The Empire of Ganiax,Father Knows Best State,Excellent,All-Consuming,Few
