Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=alsted,The Retired Delegate of Alsted,New York Times Democracy,Excellent,Strong,Excellent
nation=dustwind,The Void of Dustwind,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=lexembourg,The Grand Duchy of Lexembourg,New York Times Democracy,Excellent,Powerhouse,Superb
nation=imperium_anglorum,The Villainous Globalist Kittehs of Imperium Anglorum,Left-Leaning College State,Superb,All-Consuming,Excellent
nation=wombelland,The Kingdom of Wombelland,Left-Leaning College State,Excellent,Frightening,Good
nation=an_clar,The Holy Empire of An Clar,Father Knows Best State,Below Average,Good,Rare
nation=mousebumples,The Moderator Mouse Mommy of Mousebumples,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=blogotopia,The Anarchy of Blogotopia,Left-Leaning College State,Superb,Frightening,Very Good
nation=the_soylent_green_party,The Fresh Juicy Brains of The Soylent Green Party,Anarchy,Frightening,Frightening,Corrupted
nation=the_seven_provinces,The Grand Duchy of The Seven Provinces,Anarchy,Excellent,Frightening,Superb
nation=tzo,The Just of Tzo,Left-wing Utopia,Superb,Fair,Excessive
nation=northern_german_federation,The FPCM of Northern German Federation,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=the_poland-lithuania_commonwealth,The United Monarchy of The Poland-Lithuania Commonwealth,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=outer_sparta,The Kingdom of Outer Sparta,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=the_new_nordic_union,The Democratic Socialist Union of The New Nordic Union,Left-wing Utopia,Superb,Frightening,Superb
nation=katkasistan,The Democratic States of Katkasistan,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=anollasia,The Peaceful Republic of Anollasia,New York Times Democracy,Excellent,Frightening,Superb
nation=coreras,The Commonwealth of Coreras,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=kethania,The Prosperous Land of Kethania,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=raghallaigh,The Let's All Just Get Along of Raghallaigh,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=wysrod,The Republic of Wysrod,Anarchy,Excessive,Frightening,Widely Abused
nation=dark_matter,The Scientific Powerhouse of Dark Matter,Psychotic Dictatorship,Some,Frightening,Rare
nation=nuweland,The Impossible Pantisocracy of Nuweland,New York Times Democracy,Excellent,Frightening,Superb
nation=le_libertia,The Vice Delegate of Le Libertia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=yahlia,The Lest We Forget of Yahlia,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=slavorussia,The Empire of Slavorussia,Left-Leaning College State,Excellent,Frightening,Very Good
nation=regnum_italiae,The Constitutional Monarchy of Regnum Italiae,Civil Rights Lovefest,Superb,Frightening,Superb
nation=bohomo,The Vacation Mode of Bohomo,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=cyrenean,The Island of Cyrenean,Civil Rights Lovefest,World Benchmark,Frightening,World Benchmark
nation=dauershire,The Grand Duchy of Dauershire,New York Times Democracy,Excellent,Frightening,Superb
nation=westnesia,The Sovereign Kingdom of Westnesia,Liberal Democratic Socialists,Excellent,Thriving,Superb
nation=precisely_nothing,The Void of Precisely Nothing,Anarchy,Frightening,Frightening,Excessive
nation=seranis,The Pristine Protectorate of Seranis,New York Times Democracy,Very Good,Frightening,Excessive
nation=thracia_republic,The Republic of Thracia Republic,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=solleana,The United Commonwealth of Solleana,Left-Leaning College State,Superb,Frightening,Excellent
nation=ananke_ii,The Flower Girl of Ananke II,Left-wing Utopia,Superb,Strong,Superb
nation=zeganas,The United Republics of Zeganas,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=kuriko,The Empire of Kuriko,Democratic Socialists,Very Good,Reasonable,Very Good
nation=irminsulia,The Corporatocratic Electorate of Irminsulia,Capitalizt,World Benchmark,Frightening,Excellent
nation=st_scarlett,The Haugen Matriarchy of St Scarlett,Left-Leaning College State,Superb,Frightening,Excellent
nation=ahma,The Forgotten State of Ahma,Civil Rights Lovefest,Frightening,Frightening,Corrupted
nation=continental_social_democrats,The RÈpublique of Continental Social Democrats,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=the_tasmanian_islands,The Broken Isles of The Tasmanian Islands,New York Times Democracy,Good,Frightening,Superb
nation=stromia,The Commonwealth of Stromia,Left-Leaning College State,Excellent,Frightening,Some
nation=einswenn,The Federal Kingdom of Einswenn,Left-Leaning College State,Excellent,Frightening,Excellent
nation=slavonia_and_srijem,The European Union of Slavonia and Srijem,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=pilipinas_and_malaya,The Wintry Paradise of Pilipinas and Malaya,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=ganymedeuropa,The Soviet Republic of GanymedEuropa,Left-Leaning College State,Superb,Frightening,Very Good
nation=lovisa,The Kingdom of Lovisa,Civil Rights Lovefest,Excellent,Frightening,World Benchmark
nation=trollfaceia,The Holy Roman Empire of Trollfaceia,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=newtexas,The Big Tex Happy Taco Stands of NewTexas,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=parkplace,The Pubs of Parkplace,Civil Rights Lovefest,World Benchmark,Thriving,Superb
nation=voxum_mortalum,The Order of Voxum Mortalum,Civil Rights Lovefest,Superb,Frightening,Superb
nation=the_salaxalans,The Potato-Poet of The Salaxalans,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=weltbeherrschung,The Awesome States of Weltbeherrschung,Civil Rights Lovefest,Superb,Frightening,Superb
nation=mcmasterdonia,The Experimental Ideas of McMasterdonia,Mother Knows Best State,Excellent,Frightening,Few
nation=--neo-america--,The United States of --Neo-America--,Civil Rights Lovefest,Superb,Frightening,Superb
nation=zyrcrestia,The Holy Empire of Zyrcrestia,Democratic Socialists,Average,Frightening,Very Good
nation=north_of_americas,The Carib- Atlantic Union of North of Americas,Left-wing Utopia,Superb,Frightening,Excellent
nation=chioganah,The Federal Empire of Chioganah,Iron Fist Socialists,Excellent,Frightening,Few
nation=eloscape,The Empire of Eloscape,Democratic Socialists,Excellent,Frightening,Very Good
nation=galway-dublin,The Brave New World of Galway-Dublin,Civil Rights Lovefest,Superb,Frightening,Superb
nation=vancouvia,The Free Lands of Vancouvia,New York Times Democracy,Very Good,Frightening,Superb
nation=iontan,The United Islands of Iontan,Left-wing Utopia,Superb,Frightening,Excellent
nation=tf1_task_force_1,The Holy Roman Empire of TF1 TASK FORCE 1,New York Times Democracy,Excellent,Frightening,World Benchmark
nation=slaytania,The Union of Soviet States of Slaytania,Psychotic Dictatorship,Few,Frightening,Rare
nation=lethen,The Crystal leth dealing cabal of Lethen,Civil Rights Lovefest,Superb,Frightening,Superb
nation=the_champions_league,The Final of The Champions League,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=cretox_state,The Zombie Endo Time of Cretox State,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=falvaard,The Vinlandic Republic of Falvaard,Left-Leaning College State,Superb,Frightening,Excellent
nation=testa,The Republic of Testa,Left-wing Utopia,Excellent,Frightening,Superb
nation=pallaith,The King of th North of Pallaith,Inoffensive Centrist Democracy,Excellent,Frightening,Average
nation=ethnon,The Golden Throne Room of Ethnon,Democratic Socialists,Good,Frightening,Average
nation=sil_dorsett,The Principality of Sil Dorsett,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=cherised_lands_of_galicia,The Republic of Cherised Lands of Galicia,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=super_happy_land,The Social Democracy of Super Happy Land,New York Times Democracy,Very Good,Frightening,Superb
nation=former_english_colony,The American Insurgency of Former English Colony,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=frances_francis_the_first_of_france,The ReGiOnAl SeCuRiTy MaN of Frances Francis the First of France,Inoffensive Centrist Democracy,Average,Very Strong,Good
nation=samuelstani,The Mercantile Coalition League of Samuelstani,Father Knows Best State,Average,Frightening,Rare
nation=beriwen,The Empire of Beriwen,Democratic Socialists,Very Good,Frightening,Very Good
nation=almonaster_nuevo,The Zombie Hunters of Almonaster Nuevo,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=territorio_di_nessuno,The Disputed Territories of Territorio di Nessuno,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=el_fiji_grande,The North Pacific is Fijitastic of El Fiji Grande,Civil Rights Lovefest,Frightening,Frightening,Corrupted
nation=dreadton,The Forward to Dawn of Dreadton,Left-Leaning College State,Excellent,Frightening,Very Good
nation=kranostav,The Comply or Die of Kranostav,Inoffensive Centrist Democracy,Average,Frightening,Good
nation=siwale,The Republic of Siwale,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=ecrye,The Federal Republic of Ecrye,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=great_bights_mum,The Lucky Dogs of Great Bights Mum,New York Times Democracy,Very Good,Very Strong,Superb
nation=xagill,The Constitutional Kingdom of Xagill,Inoffensive Centrist Democracy,Excellent,Frightening,Average
nation=sundred,The Lucky Goddess of Death of Sundred,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=grungerock,The Armed Liberation State of Grungerock,Civil Rights Lovefest,World Benchmark,Struggling,Superb
nation=kaputer,The Clampdown of Kaputer,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=samonaemia,The Imperial State of Samonaemia,New York Times Democracy,Very Good,Frightening,Superb
nation=cortlandt_manor,The Democratic Republic of Cortlandt Manor,New York Times Democracy,Excellent,All-Consuming,Excellent
nation=ansington,The Republic of Ansington,Civil Rights Lovefest,Superb,Frightening,Superb
nation=roflolmao_land,The Red Republic of ROFLOLMAO LAND,Left-Leaning College State,Superb,Frightening,Very Good
nation=basement_kitteh,The Republic of Basement Kitteh,Democratic Socialists,Very Good,Frightening,Good
nation=germany_third_reich,The National Socialist of Germany Third Reich,New York Times Democracy,Excellent,Frightening,Excessive
nation=malashaan_colony,The Badger Enclave of Malashaan Colony,Civil Rights Lovefest,Superb,Frightening,Superb
nation=better_indonesia,The Republic of Better Indonesia,Democratic Socialists,Very Good,Frightening,Excellent
nation=arming_republics,The Republic of Arming Republics,Compulsory Consumerist State,Some,Powerhouse,Unheard Of
nation=creeptopia,The Streisand Effect of Creeptopia,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=the_snake_brotherhood,The Federation of The Snake Brotherhood,Scandinavian Liberal Paradise,World Benchmark,All-Consuming,Very Good
nation=lieges,The United Republic of Lieges,New York Times Democracy,Excellent,Frightening,Excellent
nation=dar_es_saalam,The Poets Light But Lamps of Dar es Saalam,Capitalist Paradise,Very Good,Frightening,Some
nation=estanglia,The United Provinces of Estanglia,Civil Rights Lovefest,Superb,Strong,World Benchmark
nation=ransium,The United Mangrove Archipelago of Ransium,Democratic Socialists,Average,Frightening,Excellent
nation=lulubellia,The Choir of Lulubellia,Democratic Socialists,Very Good,Frightening,Very Good
nation=new_decius,The Vers Galactic Empire of New Decius,Inoffensive Centrist Democracy,Below Average,Frightening,Very Good
nation=new_gilboa,The Royal Kingdom of New Gilboa,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=akeland,The Free Land of Akeland,Civil Rights Lovefest,Excessive,Frightening,Superb
