Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=east_borland,The Exalted Supremacy of East Borland,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=menta_lee-il,The Letterman Commie Paradise of Menta Lee-IL,Iron Fist Consumerists,Outlawed,Strong,Unheard Of
nation=king_carl,The Mysterious Airship of King Carl,Iron Fist Consumerists,Rare,Frightening,Rare
nation=cutote,The People's Republic of Cutote,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=chris_hall,The Free Land of Chris Hall,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=ewing_oil_co,The Barnes-Free Conglomerate of Ewing Oil Co,Corporate Police State,Few,Frightening,Few
nation=eretzisrael,The Walled Cities of EretzIsrael,Capitalist Paradise,Excellent,Frightening,Very Good
nation=los_santos,The Very Large Safari Park of Los Santos,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=zaktoutr,The Reformed Demonic Assembly of Zaktoutr,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=haedlia,The Holy Empire of Haedlia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=teufelvolk,The Dominion of Teufelvolk,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=nadir_dystopia,The Holy Yellow CAM of Nadir Dystopia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=flibblers,The Morally Questionable People of Flibblers,Psychotic Dictatorship,Rare,Fair,Unheard Of
nation=aurora_islands,The Armed Corporations of Aurora Islands,Capitalist Paradise,Very Good,Frightening,Very Good
nation=the_goggles,The Confederacy of The Goggles,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=tzuland,The Military Dictatorship of Tzuland,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=overdosed_crackheads,The Dictatorship of Overdosed crackheads,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=gynostan,The Womyn's Paradise of Gynostan,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_strategic_air_command,The United Stratocratic States of The Strategic Air Command,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_dark_system,The Mafian Economic Extremist of The Dark System,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=bright_angel,The Sadistic Republic of Bright Angel,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=flanderlion,The Glorious Kingdom of Flanderlion,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=marnady,The Zombie Corrupt Evil Corp of Marnady,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=corfad,The Dictatorship of Corfad,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=nakina_koreazu,The Mad Empire of Nakina Koreazu,Iron Fist Consumerists,Rare,Frightening,Rare
nation=brotherhood_of_nod,The Dictatorship of Brotherhood of nod,Corporate Police State,Few,Frightening,Unheard Of
nation=daedra1a,The Modern Portfolio Theory of Daedra1a,Capitalist Paradise,Very Good,Frightening,Excellent
nation=dragyn,The Iron Mall of Dragyn,Capitalizt,Superb,Frightening,Good
nation=knowwear_in_youtopia,The Armed Republic of Knowwear in Youtopia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=united_great_korea,The Dictatorship of United great Korea,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_iron_league,The Supreme Dictatorship of The Iron League,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=xynlandia,The PS2 Puppet of Xynlandia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=askatopia,The PS2 Puppet of Askatopia,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=incindia_village,The Dictatorship of Incindia Village,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=seven_by_nine,The Dominion of Seven by Nine,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=darkmen,The Kingdom of Darkmen,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=apostolites,The Holy Empire of Apostolites,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=flarbinia,The Galactic Empire of Flarbinia,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=rindiania,The Rogue Nation of Rindiania,Corporate Police State,Rare,Frightening,Unheard Of
nation=annihitor_the_incred,The Abominable Dreadstomp of Annihitor the Incred,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=papabellum,The Matriarchy of PapaBellum,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=celtician,The Armed Republic of Celtician,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=wars_forever,The United States of Wars Forever,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=rommanda,The Holy Empire of Rommanda,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=treadwellia,The Obesotocracy of Treadwellia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=east_green_israel,The Holy Disputed Lands of East green Israel,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=klesh,The Holy Empire of Klesh,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=child_care_workers,The Nasty Side of Child Care Workers,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=nihilismicus,The Empire of Nihilismicus,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=dragonic_overlords,The Rogue Nation of Dragonic Overlords,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=infinite_coscotlan,The Endless Atzoatlaxixcalnican of Infinite Coscotlan,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=boloshniya,The United Economic Republic of Boloshniya,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=greater_somewhere,The Dominion of Greater Somewhere,Corporate Police State,Few,Frightening,Unheard Of
nation=trixmonia,The Ironwill Dictatorship of Trixmonia,Father Knows Best State,Some,Frightening,Unheard Of
nation=draconis_nightcrawlis,The Einherjers of Draconis Nightcrawlis,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=oppressiah,The Oppressing Oppressers of Oppressiah,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=hc_eredivisie,The Thirteen Zombie Hells of HC Eredivisie,Iron Fist Consumerists,Few,Frightening,Few
nation=slaytania,The Union of Soviet States of Slaytania,Psychotic Dictatorship,Few,Frightening,Rare
nation=deamonopolis,The Territory of Deamonopolis,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=donkervader,The Slow Loud Breathers of Donkervader,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=pq_forge,The Sovereign Corporation of PQ Forge,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=veremur,The Empire of Veremur,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_stalker,The Mad King of Hell of The Stalker,Father Knows Best State,Below Average,Frightening,Few
nation=euraustralasamerica,The Post-Communist Kleptocracy of Euraustralasamerica,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=aibohphobia,The Recursiveness of Aibohphobia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=thomura,The Democratic People's Republic of Thomura,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=edgemaster,The Infection of Edgemaster,Compulsory Consumerist State,Very Good,Frightening,Few
