Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=huitzilopochlti,The Theocracy of Huitzilopochlti,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=october_surprise,The BS Detector of October Surprise,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=george_wickham,The Self-Indulgent Narcissism of George Wickham,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=fear_itself,The Only Thing There Is to Fear of Fear Itself,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=umberhulk,The Commonwealth of Umberhulk,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=snipe_hunters,The Colony of Snipe Hunters,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=hyosung,The Republic of Hyosung,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=shadow_and_rage,The Weirding ways of Shadow and Rage,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=eindhoven,The Federation of Eindhoven,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=-river_tam-,The Mind Fields of -River Tam-,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=vandalia,The Dictatorship of Vandalia,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=deadpool_tim,The Republic of Deadpool Tim,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=sedgie-poo,The Colony of Sedgie-poo,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=flat_earth,The Finite Campsite of Flat Earth,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=norse_god,The Kingdom of Norse God,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=arizona,The Disputed Territories of Arizona,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=dystopia,The Psychotic Dictatorship of Dystopia,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=austria,The Crownlands of Austria,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=hayes_culver,The Queen's State of Hayes Culver,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=hump_day,The Kingdom of Hump Day,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=aliq,The Holy Empire of Aliq,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=jamm,The Colony of Jamm,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=quim,The Armed Republic of Quim,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=diaf,The United Kingdom of Diaf,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=njen,The Jingoistic States of Njen,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=cidon,The Armed Republic of Cidon,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=grond,The Colony of Grond,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=spoox,The Protectorate of Spoox,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=zapen,The Armed Republic of Zapen,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=qados,The Dominion of Qados,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=zoyan,The Dictatorship of Zoyan,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=invader_darth,The Jingoistic States of Invader Darth,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=trunk,The Queen's State of Trunk,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=kothles,The Former Osiris Pharaoh of Kothles,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=bimora,The Queen's State of Bimora,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
