Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=kindjal,The Queendom of Kindjal,Left-wing Utopia,Excellent,Weak,Superb
nation=deep_south_borland,The Holiest of the Holy Lands of Deep South Borland,Authoritarian Democracy,Outlawed,Imploded,Some
nation=tzuland,The Military Dictatorship of Tzuland,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=corsaria,The Empire of Corsaria,Corrupt Dictatorship,Average,Powerhouse,Unheard Of
nation=eastfield_lodge,The Imperial Commonwealth of Eastfield Lodge,Democratic Socialists,Average,Frightening,Good
nation=gynostan,The Womyn's Paradise of Gynostan,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=klesh,The Holy Empire of Klesh,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=flibblers,The Morally Questionable People of Flibblers,Psychotic Dictatorship,Rare,Fair,Unheard Of
nation=tzo,The Just of Tzo,Left-wing Utopia,Superb,Fair,Excessive
nation=socialist_cockroaches,The All-Pervasive Infestation of Socialist Cockroaches,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=marimite,The Bara Loving Free Land of Marimite,New York Times Democracy,Good,Reasonable,Excellent
nation=yaorozu,The Rising Sun's Land of Yaorozu,Authoritarian Democracy,Few,Frightening,Below Average
nation=independent_federation_of_croatia,The Dictatorship of Independent Federation of Croatia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=schala,The Disputed Territories of Schala,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=styki,The Kingdom of Styki,Father Knows Best State,Some,Strong,Unheard Of
nation=ferrianona,The Green Regency of Ferrianona,Democratic Socialists,Some,Frightening,Average
nation=aibohphobia,The Recursiveness of Aibohphobia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=divine_cervine,The Benevolent Queendom of Divine Cervine,Democratic Socialists,Below Average,Frightening,Good
nation=free_socialism,The Culture of Free Socialism,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=menta_lee-il,The Letterman Commie Paradise of Menta Lee-IL,Iron Fist Consumerists,Outlawed,Strong,Unheard Of
nation=celtician,The Armed Republic of Celtician,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=wilkshire,The Republic of Wilkshire,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=pax_aurea,The Federal Commonwealth of Pax Aurea,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=bright_angel,The Sadistic Republic of Bright Angel,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=king_carl,The Mysterious Airship of King Carl,Iron Fist Consumerists,Rare,Frightening,Rare
nation=sigma_octavus,The Great Desert of Sigma Octavus,Iron Fist Consumerists,Rare,All-Consuming,Rare
nation=grantine,The Philosopher Kingdom of Grantine,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=rolass,The World State Empire of ROLASS,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=tokora,The Democratic Republic of Tokora,Democratic Socialists,Good,Frightening,Good
nation=kyldellian_skyland,The Third Social Alliance of Kyldellian Skyland,Democratic Socialists,Average,Frightening,Very Good
nation=kyldellian_halon,The Third Social Alliance of Kyldellian Halon,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=socialist_xlyvania,The Imprial Mpir of Socialist Xlyvania,Democratic Socialists,Below Average,Frightening,Very Good
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=stoklomolvi,The Liaoist Federation of Stoklomolvi,New York Times Democracy,Very Good,Frightening,Superb
nation=universal_utopian_state,The Socialist Empire of Universal Utopian State,Democratic Socialists,Very Good,Frightening,Very Good
nation=equgothic_nation,The United Individuals of EquGothic Nation,Democratic Socialists,Average,Imploded,Good
nation=kampfgruppe_400,The Metal Empire of Kampfgruppe 400,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=draconis_nightcrawlis,The Einherjers of Draconis Nightcrawlis,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=xenan_kingdom,The Superstate of Xenan Kingdom,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=aggro,The Ten Thousand Dharma Gates of Aggro,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=seven_by_nine,The Dominion of Seven by Nine,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=darkium,The Galactic Imperium Invictum of Darkium,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=the_imperium_collectives,The Northern Lordships and Isles of The Imperium Collectives,Psychotic Dictatorship,Some,Frightening,Rare
nation=the_palace_of_god_2,The Federal Sovereign State of The palace of God 2,Democratic Socialists,Very Good,Frightening,Excellent
nation=cernomia,The Blessed Crown of Cernomia,Mother Knows Best State,Below Average,Frightening,Unheard Of
nation=disco_empire,The Dominion of Disco Empire,Democratic Socialists,Excellent,Frightening,Excellent
nation=slavestate,The Democratic People's Republic of Slavestate,Inoffensive Centrist Democracy,Good,Reasonable,Good
nation=mastaba,The Empire of Mastaba,Corrupt Dictatorship,Below Average,Fair,Outlawed
nation=g_c_bakura,The Shining Islands of G C Bakura,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=malaraxius,The Dominion of Malaraxius,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=menonten,The Third Social Alliance of Menonten,Democratic Socialists,Average,Frightening,Very Good
nation=los_santos,The Very Large Safari Park of Los Santos,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=farrakhan,The Holy Empire of Farrakhan,Democratic Socialists,Excellent,Frightening,Very Good
nation=varayusha,The People's Republic of Varayusha,Democratic Socialists,Some,Frightening,Average
nation=o_b_e_y,The Holy Black Dictatorship of O B E Y,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=st_stephen_n_critters,The Community of St Stephen n Critters,Left-wing Utopia,World Benchmark,Developing,Superb
nation=blargoblarg,The Socialist Empire of Blargoblarg,Corrupt Dictatorship,Average,Fair,Unheard Of
nation=rekasneg,The Power and Glory of Rekasneg,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=alphacon,The Most Serene Republic of Alphacon,Democratic Socialists,Good,Frightening,Good
nation=the_technocracy_of_mekanicus,The Armed Republic of The Technocracy of Mekanicus,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=king_rankmore,The Kingdom of King Rankmore,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=goodnamesarerare,The People's Republic of Goodnamesarerare,Democratic Socialists,Very Good,Frightening,Below Average
nation=krptonist,The Nazbol-Marxist States of Krptonist,Democratic Socialists,Average,Frightening,Good
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=urgabah,The People's Socialist Republic of Urgabah,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=preserved_lenin,The Infinitely Holy Glass Case of Preserved Lenin,Psychotic Dictatorship,Outlawed,Struggling,Outlawed
nation=tyronian_socialist_state,The Flebeist Empire of Tyronian Socialist State,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=verben,The Third Social Alliance of Verben,Democratic Socialists,Good,Frightening,Average
