Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=surprise,The Element of Surprise,Anarchy,Frightening,Strong,Corrupted
nation=luna_amore,The N-Space Compression of Luna Amore,Benevolent Dictatorship,Frightening,Frightening,Rare
nation=madame_vastra,The Victorian Silurian World of Madame Vastra,Anarchy,Frightening,Strong,Corrupted
nation=dread_nanny_roberts,The Guild of Noble Nannies of Dread Nanny Roberts,Anarchy,Frightening,Strong,Corrupted
nation=the_pink_dalek,The Little Queendom of The Pink Dalek,Civil Rights Lovefest,Frightening,Good,Corrupted
nation=a_carousel_pony,The Kaleidoscope World of A Carousel Pony,Anarchy,Frightening,Strong,Corrupted
nation=alice_parker,The Thievery of Alice Parker,Anarchy,Frightening,Strong,Corrupted
nation=neptune,The Republic of Neptune,Anarchy,Frightening,Strong,Corrupted
nation=emily_strange,The Most Strange Republic of Emily Strange,Anarchy,Frightening,Strong,Corrupted
nation=malgetaec,The Queen's State of Malgetaec,Anarchy,Frightening,Very Strong,Corrupted
nation=ie,The Queen's State of IE,Anarchy,Frightening,Very Strong,Corrupted
nation=ji,The Queen's State of JI,Anarchy,Frightening,Very Strong,Corrupted
nation=wg,The Queen's State of WG,Anarchy,Frightening,Powerhouse,Corrupted
nation=laos_state,The State of Laos State,Anarchy,Frightening,Very Strong,Corrupted
nation=gd,The Queen's State of GD,Anarchy,Frightening,Very Strong,Corrupted
nation=dead_whale,The Bloated Corpse of Dead Whale,Capitalizt,Frightening,Strong,Very Good
nation=brisebois,The Queen's State of Brisebois,Anarchy,Frightening,Thriving,Corrupted
nation=turenne,The Holy Empire of Turenne,Anarchy,Frightening,Strong,Corrupted
nation=wh,The Queen's State of WH,Anarchy,Frightening,Powerhouse,Corrupted
nation=meadowpark,The Queen's State of Meadowpark,Anarchy,Frightening,Thriving,Corrupted
nation=desert_camel,The Republic of Desert Camel,Left-wing Utopia,Frightening,Imploded,Corrupted
nation=nevada,The Rogue Nation of Nevada,Anarchy,Frightening,Strong,Corrupted
nation=pennsylvania,The Keystone State of Pennsylvania,Anarchy,Frightening,Very Strong,Excessive
nation=lady_marian,The Girlish Infatuation of Lady Marian,Anarchy,Frightening,Strong,Corrupted
nation=mw,The Queen's State of MW,Anarchy,Frightening,Very Strong,Corrupted
nation=ile_bourbon,The Queen's State of Ile Bourbon,Anarchy,Frightening,Strong,Corrupted
nation=jt,The Queen's State of JT,Anarchy,Frightening,Very Strong,Corrupted
nation=zwanzig_sieben,The Queen's State of Zwanzig Sieben,Anarchy,Frightening,Very Strong,Corrupted
nation=azumi_gozen,The Bokei of Azumi Gozen,Anarchy,Frightening,Strong,Corrupted
nation=ge,The Queen's State of GE,Anarchy,Frightening,Very Strong,Corrupted
nation=nn,The Queen's State of NN,Anarchy,Frightening,Very Strong,Corrupted
nation=the_byrds,The Rickenbacker Jangliness of The Byrds,Anarchy,Frightening,Frightening,Corrupted
nation=biscayne_port,The Queen's State of Biscayne Port,Anarchy,Frightening,Thriving,Corrupted
nation=joli_rouge,The Rouge Nation of Joli Rouge,Anarchy,Frightening,Strong,Corrupted
nation=julia_tuttle,The Queen's State of Julia Tuttle,Anarchy,Frightening,Powerhouse,Corrupted
nation=tertius_zongo,The Queen's State of Tertius Zongo,Anarchy,Frightening,Very Strong,Corrupted
nation=xz,The Queen's State of XZ,Anarchy,Frightening,Very Strong,Corrupted
nation=portland_tunnels,The Republic of Portland Tunnels,Civil Rights Lovefest,Frightening,Good,Corrupted
nation=df,The Queen's State of DF,Anarchy,Frightening,Very Strong,Corrupted
nation=pinerose,The Queen's State of Pinerose,Anarchy,Frightening,Very Strong,Corrupted
nation=rhotaec,The Queen's State of Rhotaec,Anarchy,Frightening,Very Strong,Corrupted
nation=tyson_seymour,The Queen's State of Tyson Seymour,Anarchy,Frightening,Very Strong,Corrupted
nation=hs,The Queen's State of HS,Anarchy,Frightening,Very Strong,Corrupted
nation=flerovium,The Principality of Flerovium,Civil Rights Lovefest,Frightening,Strong,Corrupted
nation=liberty_ben,The Commonwealth of Liberty Ben,Anarchy,Frightening,Strong,Corrupted
nation=trinidad,The Queen's State of Trinidad,Anarchy,Frightening,Very Strong,Corrupted
nation=bailey_command,The Queen's State of Bailey Command,Anarchy,Frightening,Very Strong,Corrupted
nation=chery_english,The Queen's State of Chery English,Anarchy,Frightening,Powerhouse,Corrupted
nation=minou_fou,The Queen's State of Minou Fou,Anarchy,Frightening,Thriving,Corrupted
nation=zr,The Queen's State of ZR,Anarchy,Frightening,Powerhouse,Corrupted
