Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=nadir_dystopia,The Holy Yellow CAM of Nadir Dystopia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=askatopia,The PS2 Puppet of Askatopia,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=lamebrainia,The Idiocracy of Lamebrainia,Capitalist Paradise,Some,Frightening,Good
nation=east_green_israel,The Holy Disputed Lands of East green Israel,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=fudgedup,The Hellhole of Fudgedup,Corporate Police State,Some,Frightening,Few
nation=normanjackson,The Spiritual Community of NormanJackson,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=knowwear_in_youtopia,The Armed Republic of Knowwear in Youtopia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=the_stalker,The Mad King of Hell of The Stalker,Father Knows Best State,Below Average,Frightening,Few
nation=copercia,The PS2 Puppet of Copercia,Tyranny by Majority,Outlawed,Imploded,Corrupted
nation=veremur,The Empire of Veremur,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_goggles,The Confederacy of The Goggles,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=feckface,The Allmighty Nak Nakian Colony of Feckface,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=marnady,The Zombie Corrupt Evil Corp of Marnady,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=deep_south_borland,The Holiest of the Holy Lands of Deep South Borland,Authoritarian Democracy,Outlawed,Imploded,Some
nation=western_scientificum,The Holy Orange Primitocracy of Western Scientificum,Iron Fist Consumerists,Some,Frightening,Rare
nation=the_almighty_lenny,The Prophecy of The Almighty Lenny,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=infinite_coscotlan,The Endless Atzoatlaxixcalnican of Infinite Coscotlan,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=xynlandia,The PS2 Puppet of Xynlandia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=menta_lee-il,The Letterman Commie Paradise of Menta Lee-IL,Iron Fist Consumerists,Outlawed,Strong,Unheard Of
nation=aqualagoon,The PS2 Puppet of Aqualagoon,Psychotic Dictatorship,Some,Frightening,Outlawed
nation=dementistan,The Unstable State of Dementistan,Father Knows Best State,Below Average,Frightening,Few
nation=nocoins,The Rogue Nation of Nocoins,Psychotic Dictatorship,Unheard Of,Thriving,Unheard Of
nation=a_badly_conceived_designation,The NationStates ~~TYPE~~ of A Badly Conceived Designation,Iron Fist Consumerists,Rare,Frightening,Rare
nation=dandeleria,The People's Communist Republic of Dandeleria,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=annihitor_the_incred,The Abominable Dreadstomp of Annihitor the Incred,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=thorvel,The Queendom of Thorvel,Conservative Democracy,Some,Frightening,Superb
nation=red_god_rhllor,The Priesthood of Red God Rhllor,Psychotic Dictatorship,Unheard Of,Powerhouse,Rare
nation=haedlia,The Holy Empire of Haedlia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=merconitonitopia,The Magic and the Mystery of Merconitonitopia,Authoritarian Democracy,Unheard Of,Frightening,Very Good
nation=west_calypso,The Red Bolivarian States of West Calypso,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=losfebev,The Intolerancy of Losfebev,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=last_choicia,The Anomaly of Last Choicia,Psychotic Dictatorship,Few,Frightening,Few
nation=langersland,The Free State of Langersland,Iron Fist Consumerists,Outlawed,Frightening,Rare
nation=holydia,The HOLIEST HOLY LAND of HOLYDIA,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=holy_theocracy_of_the_endocrine,The Cheeky Tease of Holy Theocracy of the Endocrine,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=darths_and_droids,The Webcomic RolePlaying Game of Darths and Droids,Democratic Socialists,Good,Frightening,Some
nation=anticountriopia,The Liberty Paradise of Anticountriopia,Corporate Police State,Unheard Of,Frightening,Rare
nation=cashdeer,The Libertarian Paradise of Cashdeer,Anarchy,Excessive,Frightening,World Benchmark
nation=the_blessed_and_holy_land,The Holy Matriarchy of The Blessed and Holy Land,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=thibor_ferenczy,The Verboten of Thibor Ferenczy,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=rindiania,The Rogue Nation of Rindiania,Corporate Police State,Rare,Frightening,Unheard Of
nation=prosophobia,The Ever Regressing Backwater of Prosophobia,Iron Fist Consumerists,Rare,Imploded,Unheard Of
nation=goldenmouth,The Hateful Aberration of Goldenmouth,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=god_fearing_devoted,The Theocracy of God Fearing Devoted,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=i_always_choose_the_last_option,The Federal Republic of I Always Choose The Last Option,Psychotic Dictatorship,Rare,Frightening,Rare
