Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=tzo,The Just of Tzo,Left-wing Utopia,Superb,Fair,Excessive
nation=kindjal,The Queendom of Kindjal,Left-wing Utopia,Excellent,Weak,Superb
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=applejacky,The Agricultural Paradise of AppleJacky,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=thalasse,The PS2 Puppet of Thalasse,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=papajacky,The Dominion of PapaJacky,Democratic Socialists,Excellent,Frightening,Very Good
nation=divine_cervine,The Benevolent Queendom of Divine Cervine,Democratic Socialists,Below Average,Frightening,Good
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=mexican_liberation,The Grand Imperium of Divinity of Mexican Liberation,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=corcaw,The Republic of Corcaw,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=minahasa,The Confederated Communes of Minahasa,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=the_clockwork_republic,The Technocracy of The Clockwork Republic,Democratic Socialists,Excellent,Frightening,Excellent
nation=half-milers,The Classy Realm of Half-Milers,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=nelvana_iii,The People's Woodlands of Nelvana III,Democratic Socialists,Excellent,Frightening,Excellent
nation=countriopia,The Democratic Republic of Countriopia,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=pax_aurea,The Federal Commonwealth of Pax Aurea,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=safj,The Serene Compassionate Utopia of Safj,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=soviet_federative_socialists,The Alien Nation of Soviet Federative Socialists,Left-Leaning College State,Superb,Frightening,Excellent
nation=treznor,The Empire of Treznor,Democratic Socialists,Good,Frightening,Very Good
nation=sirian,The Democratic Socialist States of Sirian,Left-Leaning College State,Superb,Frightening,Good
nation=sankh-lanport,The Free and Independent State of Sankh-Lanport,Left-Leaning College State,Excellent,Frightening,Good
nation=st_stephen_n_critters,The Community of St Stephen n Critters,Left-wing Utopia,World Benchmark,Developing,Superb
nation=benjamin_mark,The Second Commonwealth of Benjamin Mark,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=free_socialism,The Culture of Free Socialism,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=evilcia,The Zombie Prolife Kingdom of Evilcia,Left-wing Utopia,Superb,Frightening,Superb
nation=the_seid,The Hivemind of The Seid,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=ral_ixshida,The Ral System Capital World of Ral Ixshida,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=bhrazjhia,The Zombie Fauzjhian Provincie of Bhrazjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=smithstopia,The Federation of Smithstopia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=fauzjhia,The Communist Easter Egg Kingdom of Fauzjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=taineizbria,The Zombie Fauzjhian Province of Taineizbria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=auceanznia,The Zombie Fauzjhian Province of Auceanznia,Left-wing Utopia,Superb,Frightening,Superb
nation=winklebottom,The Federal Republic of Winklebottom,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=the_therians,The Universal State of The Therians,Left-wing Utopia,Excellent,Frightening,Excellent
nation=timao,The Fielzão of Timao,New York Times Democracy,Excellent,Strong,Superb
nation=lunheizria,The Zombie Fauzjhian Province of Lunheizria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=che_triumphant,The Sanctuary of Che Triumphant,Democratic Socialists,Very Good,Frightening,Good
nation=blogotopia,The Anarchy of Blogotopia,Left-Leaning College State,Superb,Frightening,Very Good
nation=outer_sparta,The Kingdom of Outer Sparta,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=sharpanistan,The Common Sense Republic of Sharpanistan,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=dialland,The Republic of Dialland,Democratic Socialists,Very Good,Frightening,Very Good
nation=the_necrontyr,The Eternal Empire of The Necrontyr,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=arztroska,The Free Land of Arztroska,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=the_palace_of_god_2,The Federal Sovereign State of The palace of God 2,Democratic Socialists,Very Good,Frightening,Excellent
nation=thespolis,The Combined Syndicates of Thespolis,Left-wing Utopia,Superb,Frightening,Superb
nation=ratateague,The SLUthing of Ratateague,Left-wing Utopia,Superb,Frightening,Superb
nation=bolian_island,The People's Unions of Bolian island,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=omegadrax,The Dystopic World Nation of Omegadrax,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=nostalgia_13,The Free Land of Nostalgia 13,Left-wing Utopia,Excellent,Frightening,Superb
nation=saltanyas,The Republic of Saltanyas,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=marimite,The Bara Loving Free Land of Marimite,New York Times Democracy,Good,Reasonable,Excellent
nation=emailistan,The United Socialist States of Emailistan,Left-wing Utopia,Excellent,Frightening,Excellent
nation=saganye,The Oil Painted Joy of Saganye,Democratic Socialists,Excellent,Frightening,Excellent
nation=chukstik_illahi,The Cascadian State of Chukstik Illahi,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=new_camelot_of_avalonia,The Imperial Welfare Union of New Camelot of Avalonia,Left-wing Utopia,Excessive,Frightening,Excessive
nation=tokora,The Democratic Republic of Tokora,Democratic Socialists,Good,Frightening,Good
nation=complexo,The Numerical Set of Complexo,Democratic Socialists,Excellent,Frightening,Very Good
nation=alanis_star,The Clarissa's Vagrant Persona of Alanis Star,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=ninjitsutopia,The Revolutionary Federation of NinjitsUtopia,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=elejamie,The Unified Tracts of Elejamie,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=szczuropolis,The Vermindom of Szczuropolis,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=the_grene_knyght,The Alien Lullaby of The Grene Knyght,Left-wing Utopia,Frightening,Frightening,Superb
nation=nostovya,The Free Land of Nostovya,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=ubiquistania,The Allied Green and Red States of Ubiquistania,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=herya,The Empire of Herya,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=discgolfland,The Smokin Green Land of DiscGolfLand,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=vancovaria,The Federal Democratic Republic of Vancovaria,Left-wing Utopia,Excessive,Frightening,Superb
nation=universal_utopian_state,The Socialist Empire of Universal Utopian State,Democratic Socialists,Very Good,Frightening,Very Good
nation=genesis_fifteen,The Socialist Federation of Genesis Fifteen,Left-wing Utopia,Frightening,Frightening,Superb
nation=lady_rose,The Fiefdom of Lady Rose,Civil Rights Lovefest,Superb,Frightening,Superb
nation=holy_oranz,The Ecclesiocracy of Holy Oranz,Left-wing Utopia,Frightening,Frightening,Superb
nation=the_campbell_nation,The Peoples Federation of The Campbell Nation,Libertarian Police State,Superb,Frightening,Unheard Of
nation=the_astral_eternals,The Most Serene Republic of The Astral Eternals,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=equa_lib,The Classless Free Land of Equa Lib,Left-wing Utopia,World Benchmark,Frightening,Widely Abused
nation=ebon_citadel,The Weeping Halls of Ebon Citadel,Democratic Socialists,Good,Frightening,Average
nation=mograpelandia,The Idyllic Paradise of Mograpelandia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=socialist_tigray,The People's Republic of Socialist Tigray,Left-wing Utopia,Superb,Frightening,Superb
