Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=the_dark_system,The Mafian Economic Extremist of The Dark System,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=little_flowers,The Empire of Little Flowers,Capitalizt,Excellent,Frightening,Below Average
nation=daedra1a,The Modern Portfolio Theory of Daedra1a,Capitalist Paradise,Very Good,Frightening,Excellent
nation=the_grendels,The Indomitable Borderlands of The Grendels,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=aurora_islands,The Armed Corporations of Aurora Islands,Capitalist Paradise,Very Good,Frightening,Very Good
nation=the_centauri,The Burlesque Republic of The Centauri,Compulsory Consumerist State,Very Good,Frightening,Few
nation=koffee,The Richly Blended Peoples of Koffee,Capitalist Paradise,Average,Frightening,Average
nation=cutote,The People's Republic of Cutote,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=nak_nak,The Allmighty Power of Nak nak,Compulsory Consumerist State,Below Average,Frightening,Unheard Of
nation=wulfhelm,The Soul-Crushing Factories of Wulfhelm,Corporate Police State,Few,Frightening,Unheard Of
nation=le_duche,The Grand Duchy Duchy Dutch of Le Duche,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=isla_vista,The Godless Mercantile Nexus of Isla Vista,Compulsory Consumerist State,Average,Frightening,Few
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=tremalkier,The Insatiable Economic Hitmen of Tremalkier,Capitalizt,Excellent,Frightening,Average
nation=myrth,The NPO High Inquisitor of Myrth,Compulsory Consumerist State,Very Good,Frightening,Few
nation=eretzisrael,The Walled Cities of EretzIsrael,Capitalist Paradise,Excellent,Frightening,Very Good
nation=terrians,The Hell Hole of Terrians,Corporate Police State,Outlawed,Frightening,Outlawed
nation=techno,The Allmighty Nak Nakian Colony of Techno,Corporate Police State,Rare,Frightening,Unheard Of
nation=gorvania,The Federation of Gorvania,Capitalist Paradise,Some,Frightening,Below Average
nation=miratejo,The Republic of Miratejo,Compulsory Consumerist State,Very Good,Frightening,Rare
nation=ewing_oil_co,The Barnes-Free Conglomerate of Ewing Oil Co,Compulsory Consumerist State,Some,Frightening,Few
nation=east_borland,The Exalted Supremacy of East Borland,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=josephland,The Corporate Dictatorship of Josephland,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
